event_id,date,organizer,place,artist_id,fee
3607,2024-01-14,Palavarium,Hijingo,352,6100.0
3608,2023-12-10,LHC Encounters,The O2,269,43100.0
3609,2023-12-28,Underground Action Lab,Marylebone Theatre,407,7200.0
3610,2024-01-20,Moshpit Gigs Ltd.,The Bloomsbury Ballroom,452,23600.0
3611,2023-11-26,Night Out London,Barbican Centre,329,5900.0
3612,2024-01-02,Night Out London,The Ballroom South Bank,224,23900.0
3613,2024-01-17,Let's!,Dalston Roofpark,417,2400.0
3614,2024-01-17,Yes and Yes,Marylebone Theatre,414,8900.0
3615,2023-12-12,Excellent Experiences Corp.,King's Cross Vision Hall,239,18400.0
3616,2023-12-16,Brutal Tunes Inc.,Marylebone Theatre,425,20700.0
3617,2024-01-18,Excellent Experiences Corp.,Big Belly Comedy Club,79,7300.0
3618,2024-01-12,Heaven & Sky,The Dutch Hall,356,6600.0
3619,2024-01-18,Underground Action Lab,Electric Brixton,448,9500.0
3620,2024-05-05,Ultimate Entertainment Inc.,Barbican Centre,431,27300.0
3621,2024-02-17,Moshpit Gigs Ltd.,Alexandra Palace,353,6200.0
3622,2024-02-02,Ultimate Entertainment Inc.,Kensington Conference and Event Centre,406,28600.0
3623,2024-01-19,Jacky Coyote,Backyard Comedy Club,407,38600.0
3624,2024-01-06,Arts On End,Big Belly Comedy Club,302,55100.0
3625,2024-01-02,LHC Encounters,Dixie Queen,450,10200.0
3626,2024-01-20,Moshpit Gigs Ltd.,Wembley Stadium,129,13300.0
3627,2024-02-05,Night Out London,Copper Box Arena,392,9000.0
3628,2024-01-21,Pantomime Records,Big Belly Comedy Club,430,21600.0
3629,2023-12-20,special.co.uk,The Ballroom South Bank,271,9700.0
3630,2024-01-23,Pantomime Records,Dalston Roofpark,377,9000.0
3631,2024-01-13,Palavarium,The Bloomsbury Ballroom,434,3900.0
3632,2024-01-23,Happy Hamsters,King's Cross Vision Hall,114,10300.0
3633,2024-01-23,Go All Out,EartH,445,6300.0
3634,2024-01-01,Einstein Records,The Dutch Hall,390,18600.0
3635,2023-12-11,LHC Encounters,VUE West End,188,24000.0
3636,2023-12-29,Let's!,London Stadium,54,2500.0
3637,2024-03-06,Let's!,Dalston Roofpark,446,19000.0
3638,2023-12-15,O-mega Events,ILEC Conference Centre,378,19200.0
3639,2024-02-28,special.co.uk,Big Belly Comedy Club,90,32900.0
3640,2024-01-04,Yes and Yes,The Amadeus,373,9600.0
3641,2024-01-26,Mirabelle Lafleur,Dalston Roofpark,405,27800.0
3642,2024-02-12,Night Out London,Linbury Theatre,348,30600.0
3643,2024-01-26,Night Out London,BMA House,390,22600.0
3644,2024-03-02,Arts On End,Abbey Road Studios,338,42500.0
3645,2024-02-18,Happy Hamsters,Boisdale of Canary Wharf,424,3000.0
3646,2024-01-26,Jacky Coyote,The Amadeus,314,52400.0
3647,2024-01-21,Mile End Move It,Courthouse Hotel Shoreditch,412,19700.0
3648,2024-03-17,LHC Encounters,Big Belly Comedy Club,452,8400.0
3649,2023-12-07,Shady Santa Ltd.,Lexus Car Dealer Reading,395,29300.0
3650,2024-01-15,The Night Sky,London Museum Docklands,450,52400.0
3651,2024-02-07,Eventually Ltd.,ILEC Conference Centre,358,28400.0
3652,2024-04-04,Mile End Move It,Big Belly Comedy Club,438,9400.0
3653,2024-01-25,Urban Entertainment Inc.,The Amadeus,401,30900.0
3654,2024-01-28,Happy Hamsters,Electric Brixton,426,57400.0
3655,2024-01-28,Event and Odd,O2 Forum Kentish Town,440,24600.0
3656,2024-01-29,Moshpit Gigs Ltd.,Cutty Sark,441,6100.0
3657,2023-11-06,Mile End Move It,Curve Club,320,15300.0
3658,2024-02-29,Happy Hamsters,The Amadeus,390,10000.0
3659,2024-03-21,O-mega Events,Alexandra Palace,454,16800.0
3660,2024-04-13,O-mega Events,Dalston Roofpark,396,5600.0
3661,2024-01-04,Hackney Events,Marylebone Theatre,425,7400.0
3662,2024-01-29,Arts On End,Abbey Road Studios,407,9000.0
3663,2024-01-29,Heaven & Sky,Courthouse Hotel Shoreditch,420,11400.0
3664,2024-02-03,Hackney Events,Eventim Apollo,422,6500.0
3665,2024-01-29,Underground Action Lab,Curve Club,338,32900.0
3666,2024-02-13,Kenny Meyer,Islington Assembly Hall,271,54700.0
3667,2023-12-10,Moshpit Gigs Ltd.,London Stadium,358,3500.0
3668,2024-01-27,Jacky Coyote,Abbey Road Studios,345,25200.0
3669,2024-03-26,Happy Hamsters,Backyard Comedy Club,49,18200.0
3670,2024-01-31,Jacky Coyote,Puttshack Bank,91,6500.0
3671,2024-03-09,Einstein Records,Copper Box Arena,460,25700.0
3672,2024-02-01,Heaven & Sky,King's Cross Vision Hall,213,3600.0
3673,2023-12-09,O-mega Events,Barbican Centre,44,24600.0
3674,2024-02-01,Event and Odd,Backyard Comedy Club,365,6800.0
3675,2024-02-14,Excellent Experiences Corp.,Eventim Apollo,391,11700.0
3676,2024-05-08,Shady Santa Ltd.,Curve Club,92,6600.0
3677,2024-02-12,Excellent Experiences Corp.,Lexus Car Dealer Reading,412,7300.0
3678,2024-02-02,Jacky Coyote,Islington Assembly Hall,121,11100.0
3679,2024-02-02,Go All Out,The Ballroom South Bank,430,5700.0
3680,2023-12-31,The Night Sky,Brewers Hall,450,4400.0
3681,2023-12-25,Yes and Yes,Lighthouse Theatre,391,10300.0
3682,2023-11-23,Underground Action Lab,Dalston Roofpark,434,26900.0
3683,2024-02-03,Night Out London,Lighthouse Theatre,450,31400.0
3684,2024-02-03,O-mega Events,The Amadeus,437,30500.0
3685,2024-02-04,Night Out London,The Covent Garden Comedy Cellar,450,20200.0
3686,2023-12-22,Happy Hamsters,The O2,326,7100.0
3687,2024-02-04,Palavarium,BMA House,447,5500.0
3688,2024-01-27,Mile End Move It,Kensington Conference and Event Centre,446,4800.0
3689,2024-04-01,Let's!,Wembley Stadium,265,5900.0
3690,2024-03-26,Go All Out,Brewers Hall,440,8700.0
3691,2024-03-12,Shady Santa Ltd.,Kensington Conference and Event Centre,438,14100.0
3692,2024-02-06,special.co.uk,ABBA Arena,394,24900.0
3693,2024-03-04,Palavarium,Lexus Car Dealer Reading,412,8700.0
3694,2023-12-16,O-mega Events,Royal Albert Hall,442,2100.0
3695,2023-12-30,The Night Sky,Indigo at The O2,391,6100.0
3696,2024-02-10,Mirabelle Lafleur,Cutty Sark,417,7400.0
3697,2024-03-20,Night Out London,Events @ No 6,418,20000.0
3698,2024-02-23,Excellent Experiences Corp.,Studio 338,364,25000.0
3699,2024-02-08,All Night Long Entertainment,Courthouse Hotel Shoreditch,346,20700.0
3700,2024-03-18,Happy Hamsters,Barbican Centre,358,6600.0
3701,2024-03-20,Mirabelle Lafleur,Hijingo,448,9200.0
3702,2023-10-15,O-mega Events,Events @ No 6,80,18000.0
3703,2023-11-24,Moshpit Gigs Ltd.,Marylebone Theatre,431,8200.0
3704,2023-12-15,Kenny Meyer,Marylebone Theatre,435,7400.0
3705,2024-05-09,Kenny Meyer,Lio London,424,20800.0
3706,2024-02-24,Palavarium,Lexus Car Dealer Reading,391,2600.0
3707,2024-01-11,Heaven & Sky,Indigo at The O2,364,6800.0
3708,2024-01-30,Brutal Tunes Inc.,The Amadeus,417,15700.0
3709,2024-02-10,LHC Encounters,Kensington Conference and Event Centre,431,15500.0
3710,2024-01-02,Brutal Tunes Inc.,The Octagon at QMUL,104,33700.0
3711,2024-02-19,Arts On End,Indigo at The O2,361,38500.0
3712,2024-02-12,LHC Encounters,Boisdale of Canary Wharf,414,35000.0
3713,2024-03-18,special.co.uk,Lio London,452,40700.0
3714,2024-03-23,Moshpit Gigs Ltd.,Abbey Road Studios,347,9500.0
3715,2024-01-26,Night Out London,Dalston Roofpark,356,4200.0
3716,2023-12-14,Let's!,Eventim Apollo,437,17200.0
3717,2024-02-13,Let's!,London Stadium,364,19600.0
3718,2024-03-06,Arts On End,Hijingo,356,23100.0
3719,2024-02-08,All Night Long Entertainment,Wembley Stadium,446,8600.0
3720,2023-11-25,Kenny Meyer,Wembley Stadium,305,14000.0
3721,2024-03-13,Shady Santa Ltd.,ABBA Arena,269,8000.0
3722,2024-01-24,Pantomime Records,London Stadium,379,8300.0
3723,2024-05-02,Hackney Events,Dixie Queen,354,5100.0
3724,2024-02-10,Einstein Records,Islington Assembly Hall,166,9400.0
3725,2024-03-18,Pantomime Records,The Amadeus,271,38800.0
3726,2024-03-01,Heaven & Sky,The Ballroom South Bank,148,29100.0
3727,2024-02-15,O-mega Events,Electric Brixton,417,44300.0
3728,2024-02-16,Shady Santa Ltd.,Kensington Conference and Event Centre,450,23700.0
3729,2024-03-02,Kenny Meyer,The Bloomsbury Ballroom,284,5700.0
3730,2024-04-06,Hackney Events,Backyard Comedy Club,424,37500.0
3731,2024-02-17,Hackney Events,The Bloomsbury Ballroom,411,34900.0
3732,2024-03-18,All Night Long Entertainment,Cutty Sark,233,38200.0
3733,2024-02-17,O-mega Events,Courthouse Hotel Shoreditch,329,8400.0
3734,2024-03-08,Let's!,Backyard Comedy Club,60,4500.0
3735,2024-01-26,Let's!,Eventim Apollo,416,27500.0
3736,2024-02-07,Pantomime Records,Indigo at The O2,452,12100.0
3737,2024-04-13,Kenny Meyer,Royal Albert Hall,408,36500.0
3738,2024-02-18,All Night Long Entertainment,Islington Assembly Hall,96,9000.0
3739,2024-01-12,Event and Odd,London Stadium,212,15300.0
3740,2024-01-08,Pantomime Records,ILEC Conference Centre,405,30200.0
3741,2024-02-19,Mirabelle Lafleur,King's Cross Vision Hall,217,18500.0
3742,2024-04-15,Arts On End,ABBA Arena,375,43400.0
3743,2024-02-06,Palavarium,Abbey Road Studios,450,5400.0
3744,2024-04-03,Mirabelle Lafleur,EartH,410,8600.0
3745,2024-02-21,Go All Out,ILEC Conference Centre,413,42900.0
3746,2024-02-21,Einstein Records,Copper Box Arena,183,18900.0
3747,2024-02-21,All Night Long Entertainment,Dalston Roofpark,401,26700.0
3748,2024-02-22,Jacky Coyote,Hijingo,387,38300.0
3749,2024-02-22,Einstein Records,Electric Brixton,355,2800.0
3750,2024-02-22,Happy Hamsters,Boisdale of Canary Wharf,443,32900.0
3751,2024-01-20,Palavarium,London Museum Docklands,412,11100.0
3752,2023-12-29,Jacky Coyote,EartH,315,43000.0
3753,2024-04-16,Brutal Tunes Inc.,Alexandra Palace,355,25200.0
3754,2024-02-25,Hackney Events,VUE West End,452,7800.0
3755,2024-02-24,Einstein Records,Brewers Hall,425,15900.0
3756,2024-04-24,Urban Entertainment Inc.,Cutty Sark,404,8000.0
3757,2024-04-19,Underground Action Lab,The Dutch Hall,442,3800.0
3758,2024-02-24,Moshpit Gigs Ltd.,The Dutch Hall,113,8700.0
3759,2024-02-25,Happy Hamsters,Electric Brixton,290,33400.0
3760,2024-02-25,Mile End Move It,Courthouse Hotel Shoreditch,315,9000.0
3761,2024-03-23,O-mega Events,Kensington Conference and Event Centre,452,35000.0
3762,2024-02-23,Happy Hamsters,Indigo at The O2,353,11700.0
3763,2024-04-07,Hull McRoasted,EartH,318,28000.0
3764,2024-03-03,Heaven & Sky,Wembley Stadium,405,41200.0
3765,2024-03-31,Mile End Move It,The Amadeus,427,4600.0
3766,2024-02-26,Event and Odd,Dixie Queen,416,22400.0
3767,2024-02-05,Jacky Coyote,Kensington Conference and Event Centre,442,10100.0
3768,2024-02-26,Event and Odd,Big Belly Comedy Club,451,42400.0
3769,2024-03-22,Heaven & Sky,The Ballroom South Bank,87,14200.0
3770,2024-02-14,Palavarium,Lio London,364,37200.0
3771,2024-01-04,Happy Hamsters,Alexandra Palace,221,3200.0
3772,2024-01-09,Heaven & Sky,Linbury Theatre,172,7400.0
3773,2024-02-08,Hackney Events,ILEC Conference Centre,375,28600.0
3774,2024-03-17,Arts On End,O2 Forum Kentish Town,62,6500.0
3775,2024-02-28,Excellent Experiences Corp.,Brewers Hall,203,8800.0
3776,2024-01-12,Yes and Yes,Marylebone Theatre,371,28600.0
3777,2024-02-06,Brutal Tunes Inc.,O2 Forum Kentish Town,451,4000.0
3778,2024-01-27,Mirabelle Lafleur,Backyard Comedy Club,361,36600.0
3779,2024-03-17,All Night Long Entertainment,Hijingo,331,10800.0
3780,2024-01-31,Happy Hamsters,Big Belly Comedy Club,383,4700.0
3781,2024-02-29,Excellent Experiences Corp.,Studio 338,383,29300.0
3782,2024-02-29,All Night Long Entertainment,Abbey Road Studios,348,14200.0
3783,2024-02-29,Yes and Yes,Copper Box Arena,443,30000.0
3784,2024-05-30,Heaven & Sky,Linbury Theatre,470,28800.0
3785,2024-03-02,Arts On End,Barbican Centre,331,31100.0
3786,2024-01-13,special.co.uk,Big Belly Comedy Club,425,22800.0
3787,2024-05-26,Hackney Events,EartH,445,9100.0
3788,2024-03-21,Jacky Coyote,ABBA Arena,7,6700.0
3789,2024-02-16,Hackney Events,Islington Assembly Hall,129,30800.0
3790,2024-03-16,Ultimate Entertainment Inc.,Brewers Hall,419,22200.0
3791,2024-02-26,Event and Odd,ABBA Arena,399,3100.0
3792,2024-06-23,Let's!,The Amadeus,474,22700.0
3793,2024-02-26,Brutal Tunes Inc.,Boisdale of Canary Wharf,422,10000.0
3794,2024-04-13,Palavarium,Events @ No 6,409,34200.0
3795,2024-03-01,Eventually Ltd.,Lio London,305,35700.0
3796,2024-03-04,Happy Hamsters,The Bloomsbury Ballroom,299,3400.0
3797,2024-03-06,Go All Out,Islington Assembly Hall,123,4100.0
3798,2024-03-04,Mile End Move It,The O2,390,9100.0
3799,2024-03-05,The Night Sky,ABBA Arena,16,53500.0
3800,2024-03-05,Mile End Move It,Linbury Theatre,438,49900.0
3801,2023-12-09,LHC Encounters,The Covent Garden Comedy Cellar,373,4200.0
3802,2024-03-05,Ultimate Entertainment Inc.,Copper Box Arena,239,38900.0
3803,2024-02-10,Night Out London,ILEC Conference Centre,323,11400.0
3804,2023-12-03,Jacky Coyote,O2 Forum Kentish Town,326,3000.0
3805,2024-01-24,O-mega Events,Royal Albert Hall,438,17900.0
3806,2024-03-11,Jacky Coyote,Wembley Stadium,91,38500.0
3807,2024-05-04,Go All Out,Wembley Stadium,121,40700.0
3808,2024-02-28,Happy Hamsters,The Ballroom South Bank,383,8100.0
3809,2024-03-08,Hull McRoasted,Curve Club,280,45500.0
3810,2024-03-20,Arts On End,King's Cross Vision Hall,416,40700.0
3811,2024-04-14,Shady Santa Ltd.,Puttshack Bank,445,9100.0
3812,2024-03-10,Excellent Experiences Corp.,Puttshack Bank,350,47500.0
3813,2024-03-24,Ultimate Entertainment Inc.,Barbican Centre,416,15800.0
3814,2024-04-28,All Night Long Entertainment,Indigo at The O2,429,9900.0
3815,2024-06-23,O-mega Events,The Amadeus,391,42900.0
3816,2024-02-17,Hull McRoasted,Hijingo,364,6600.0
3817,2024-03-10,Go All Out,VUE West End,412,6100.0
3818,2024-06-02,Go All Out,Copper Box Arena,449,17900.0
3819,2024-03-11,Urban Entertainment Inc.,Big Belly Comedy Club,270,37200.0
3820,2024-02-27,Yes and Yes,Abbey Road Studios,449,4600.0
3821,2024-02-03,Kenny Meyer,London Museum Docklands,457,21200.0
3822,2024-02-14,Let's!,Dalston Roofpark,454,37300.0
3823,2024-01-23,Mirabelle Lafleur,King's Cross Vision Hall,451,14400.0
3824,2024-02-08,Night Out London,London Stadium,415,25400.0
3825,2024-04-11,Ultimate Entertainment Inc.,ABBA Arena,446,15600.0
3826,2024-04-20,special.co.uk,The Octagon at QMUL,422,16300.0
3827,2024-01-19,LHC Encounters,Puttshack Bank,434,9100.0
3828,2024-03-12,special.co.uk,Brewers Hall,452,20200.0
3829,2024-01-19,Jacky Coyote,Courthouse Hotel Shoreditch,283,48600.0
3830,2024-03-13,Hackney Events,Linbury Theatre,452,8400.0
3831,2024-05-13,Einstein Records,Wembley Stadium,359,9600.0
3832,2024-03-20,Mile End Move It,VUE West End,309,18700.0
3833,2024-02-14,Mirabelle Lafleur,London Stadium,428,68400.0
3834,2024-03-14,Shady Santa Ltd.,Kensington Conference and Event Centre,449,18900.0
3835,2024-03-14,O-mega Events,Royal Albert Hall,425,25400.0
3836,2024-03-14,Pantomime Records,ABBA Arena,443,35700.0
3837,2024-03-15,Mile End Move It,Lio London,427,4900.0
3838,2024-03-15,O-mega Events,ILEC Conference Centre,403,25200.0
3839,2024-01-26,Shady Santa Ltd.,Dalston Roofpark,399,22300.0
3840,2024-02-28,Let's!,Eventim Apollo,452,3500.0
3841,2024-05-07,Kenny Meyer,Indigo at The O2,320,41600.0
3842,2024-03-15,Event and Odd,Wembley Stadium,389,3900.0
3843,2024-04-18,Kenny Meyer,Abbey Road Studios,441,16100.0
3844,2024-05-11,Pantomime Records,The Amadeus,406,18500.0
3845,2024-05-01,LHC Encounters,Events @ No 6,23,7900.0
3846,2024-04-17,Underground Action Lab,The Ballroom South Bank,392,35800.0
3847,2024-03-16,Hackney Events,Royal Albert Hall,366,34400.0
3848,2024-03-16,Hull McRoasted,Lio London,399,26800.0
3849,2024-02-20,Excellent Experiences Corp.,Wembley Stadium,215,5000.0
3850,2024-03-19,Jacky Coyote,Indigo at The O2,334,13400.0
3851,2024-03-25,Go All Out,The O2,356,51600.0
3852,2024-01-31,Moshpit Gigs Ltd.,Marylebone Theatre,452,44700.0
3853,2024-03-18,Ultimate Entertainment Inc.,Dixie Queen,399,59100.0
3854,2024-02-25,Hackney Events,Electric Brixton,416,15500.0
3855,2024-05-13,Heaven & Sky,Kensington Conference and Event Centre,472,9700.0
3856,2024-02-27,Go All Out,Alexandra Palace,434,20300.0
3857,2024-03-18,Hackney Events,Copper Box Arena,389,3900.0
3858,2024-02-15,Palavarium,London Museum Docklands,394,8800.0
3859,2023-12-24,Einstein Records,The Octagon at QMUL,382,6400.0
3860,2024-03-19,O-mega Events,Indigo at The O2,441,6900.0
3861,2023-12-08,Night Out London,Royal Albert Hall,265,6600.0
3862,2024-01-02,Heaven & Sky,The Covent Garden Comedy Cellar,421,16300.0
3863,2024-03-06,Night Out London,The Bloomsbury Ballroom,169,4600.0
3864,2024-05-14,Mirabelle Lafleur,Marylebone Theatre,199,5300.0
3865,2024-03-20,Hull McRoasted,Lighthouse Theatre,216,3700.0
3866,2024-02-19,O-mega Events,Cutty Sark,137,24900.0
3867,2024-02-02,O-mega Events,The O2,259,8400.0
3868,2024-05-16,Underground Action Lab,Barbican Centre,455,28600.0
3869,2024-03-18,Arts On End,Studio 338,200,21800.0
3870,2024-02-18,O-mega Events,Curve Club,378,19900.0
3871,2024-03-08,Mile End Move It,The Covent Garden Comedy Cellar,402,51600.0
3872,2024-01-17,Palavarium,The Ballroom South Bank,450,59600.0
3873,2024-04-30,Let's!,Linbury Theatre,245,18100.0
3874,2024-01-13,Jacky Coyote,London Museum Docklands,409,5800.0
3875,2024-05-14,Hull McRoasted,Royal Albert Hall,336,16600.0
3876,2024-04-18,Heaven & Sky,Abbey Road Studios,435,41100.0
3877,2024-05-07,Brutal Tunes Inc.,The Octagon at QMUL,460,28200.0
3878,2024-02-19,Ultimate Entertainment Inc.,Kensington Conference and Event Centre,383,7000.0
3879,2024-02-12,Underground Action Lab,Abbey Road Studios,287,13700.0
3880,2024-05-08,Ultimate Entertainment Inc.,Alexandra Palace,444,8200.0
3881,2024-04-12,Brutal Tunes Inc.,EartH,459,30600.0
3882,2024-03-23,Moshpit Gigs Ltd.,London Stadium,389,16500.0
3883,2024-03-19,Yes and Yes,Big Belly Comedy Club,383,11000.0
3884,2024-01-25,Brutal Tunes Inc.,The Amadeus,148,18900.0
3885,2024-04-17,Mirabelle Lafleur,O2 Forum Kentish Town,148,39500.0
3886,2024-01-16,Night Out London,Islington Assembly Hall,320,37900.0
3887,2024-03-28,Mile End Move It,VUE West End,271,26900.0
3888,2024-05-06,Brutal Tunes Inc.,Events @ No 6,73,14000.0
3889,2024-03-25,Underground Action Lab,Lio London,129,35600.0
3890,2024-04-15,Excellent Experiences Corp.,Hijingo,14,3300.0
3891,2024-04-30,Brutal Tunes Inc.,Electric Brixton,448,9000.0
3892,2024-04-21,Event and Odd,Lexus Car Dealer Reading,460,25700.0
3893,2024-05-04,Einstein Records,London Museum Docklands,469,52800.0
3894,2024-03-24,Ultimate Entertainment Inc.,The Dutch Hall,299,4000.0
3895,2024-04-02,Eventually Ltd.,Curve Club,388,30100.0
3896,2023-12-04,Heaven & Sky,Barbican Centre,414,47600.0
3897,2024-03-27,Palavarium,Puttshack Bank,443,6900.0
3898,2024-04-16,Ultimate Entertainment Inc.,Indigo at The O2,228,2900.0
3899,2024-01-31,Pantomime Records,Barbican Centre,444,3800.0
3900,2024-05-06,Go All Out,Electric Brixton,413,30600.0
3901,2024-03-24,Yes and Yes,EartH,443,5900.0
3902,2024-06-14,Event and Odd,ILEC Conference Centre,398,19300.0
3903,2024-06-08,Heaven & Sky,Dixie Queen,435,15600.0
3904,2024-03-30,Event and Odd,Courthouse Hotel Shoreditch,114,3700.0
3905,2024-04-16,Event and Odd,London Stadium,64,8400.0
3906,2024-05-21,Heaven & Sky,The Bloomsbury Ballroom,389,41100.0
3907,2024-03-31,Event and Odd,Cutty Sark,461,5900.0
3908,2024-04-17,Go All Out,Lighthouse Theatre,313,38800.0
3909,2024-04-01,Brutal Tunes Inc.,Marylebone Theatre,410,55200.0
3910,2024-02-05,Let's!,Abbey Road Studios,326,32100.0
3911,2024-04-01,Einstein Records,Boisdale of Canary Wharf,117,8500.0
3912,2024-04-02,Excellent Experiences Corp.,Marylebone Theatre,220,2600.0
3913,2024-02-29,Kenny Meyer,Boisdale of Canary Wharf,320,17800.0
3914,2024-04-02,Mile End Move It,ABBA Arena,456,21600.0
3915,2024-04-16,Excellent Experiences Corp.,Indigo at The O2,427,33700.0
3916,2024-04-28,Underground Action Lab,Linbury Theatre,313,9900.0
3917,2024-03-15,Moshpit Gigs Ltd.,Boisdale of Canary Wharf,458,5300.0
3918,2024-04-04,The Night Sky,BMA House,209,5800.0
3919,2024-03-11,Event and Odd,Linbury Theatre,0,9900.0
3920,2024-04-05,Night Out London,The Amadeus,259,38500.0
3921,2024-03-13,O-mega Events,Electric Brixton,448,5200.0
3922,2024-04-05,Go All Out,The Ballroom South Bank,0,35700.0
3923,2024-04-25,special.co.uk,Brewers Hall,401,8100.0
3924,2024-04-06,Einstein Records,Lio London,405,4500.0
3925,2024-05-18,Jacky Coyote,Backyard Comedy Club,436,8100.0
3926,2024-06-18,Go All Out,O2 Forum Kentish Town,438,12000.0
3927,2024-04-25,Jacky Coyote,Lexus Car Dealer Reading,465,6500.0
3928,2024-05-08,Brutal Tunes Inc.,Marylebone Theatre,177,43400.0
3929,2024-03-12,Underground Action Lab,Marylebone Theatre,285,9700.0
3930,2024-03-10,Pantomime Records,Linbury Theatre,383,3700.0
3931,2024-04-09,Underground Action Lab,The Amadeus,320,7600.0
3932,2024-03-12,All Night Long Entertainment,The O2,451,45200.0
3933,2024-04-10,Heaven & Sky,Studio 338,298,5300.0
3934,2024-05-31,Arts On End,Linbury Theatre,463,11000.0
3935,2024-03-28,Let's!,O2 Forum Kentish Town,166,9500.0
3936,2024-04-26,Ultimate Entertainment Inc.,Eventim Apollo,439,10900.0
3937,2024-04-10,special.co.uk,Electric Brixton,406,11600.0
3938,2024-03-21,Eventually Ltd.,O2 Forum Kentish Town,293,24000.0
3939,2024-05-07,Brutal Tunes Inc.,Abbey Road Studios,371,27500.0
3940,2024-03-12,Shady Santa Ltd.,EartH,369,11200.0
3941,2024-04-29,O-mega Events,Cutty Sark,261,4500.0
3942,2024-04-23,Einstein Records,The Dutch Hall,405,18900.0
3943,2024-03-12,Palavarium,The Bloomsbury Ballroom,415,8600.0
3944,2024-07-05,Night Out London,Wembley Stadium,458,25600.0
3945,2024-05-25,Go All Out,The Ballroom South Bank,445,3800.0
3946,2024-05-03,Night Out London,Wembley Stadium,454,32800.0
3947,2024-04-06,Hackney Events,Backyard Comedy Club,416,7300.0
3948,2024-05-31,The Night Sky,The Amadeus,441,3200.0
3949,2024-07-16,Moshpit Gigs Ltd.,Curve Club,479,5000.0
3950,2024-03-26,Excellent Experiences Corp.,The Bloomsbury Ballroom,415,33300.0
3951,2024-06-07,Go All Out,BMA House,327,6400.0
3952,2024-04-14,Hull McRoasted,The O2,439,29200.0
3953,2024-01-22,Excellent Experiences Corp.,Copper Box Arena,369,22600.0
3954,2024-02-25,Night Out London,Electric Brixton,354,3600.0
3955,2024-02-23,Jacky Coyote,The O2,445,3900.0
3956,2024-03-29,O-mega Events,Kensington Conference and Event Centre,385,34200.0
3957,2024-04-16,Urban Entertainment Inc.,Islington Assembly Hall,459,20700.0
3958,2024-02-11,Mirabelle Lafleur,Studio 338,291,3800.0
3959,2024-05-10,Excellent Experiences Corp.,Eventim Apollo,458,17500.0
3960,2024-04-19,Night Out London,Dixie Queen,33,5500.0
3961,2024-04-17,Mirabelle Lafleur,Alexandra Palace,391,15400.0
3962,2024-05-29,LHC Encounters,London Stadium,458,5300.0
3963,2024-04-17,Mirabelle Lafleur,O2 Forum Kentish Town,406,9300.0
3964,2024-04-10,Pantomime Records,Wembley Stadium,353,20500.0
3965,2024-04-13,Eventually Ltd.,Big Belly Comedy Club,402,21900.0
3966,2024-05-17,Arts On End,ABBA Arena,472,5000.0
3967,2024-05-08,Brutal Tunes Inc.,The Octagon at QMUL,459,2700.0
3968,2024-02-10,Eventually Ltd.,O2 Forum Kentish Town,377,6900.0
3969,2024-03-12,Hackney Events,Alexandra Palace,346,6400.0
3970,2024-06-10,Mirabelle Lafleur,Events @ No 6,353,2900.0
3971,2024-04-19,All Night Long Entertainment,Barbican Centre,356,2900.0
3972,2024-03-10,Palavarium,The O2,114,6700.0
3973,2024-01-04,Go All Out,Marylebone Theatre,374,25000.0
3974,2024-03-12,Brutal Tunes Inc.,Lio London,220,8400.0
3975,2024-04-19,LHC Encounters,The O2,424,5400.0
3976,2024-06-18,Ultimate Entertainment Inc.,The Covent Garden Comedy Cellar,129,13700.0
3977,2024-04-20,Moshpit Gigs Ltd.,Marylebone Theatre,396,12600.0
3978,2024-08-01,Palavarium,Electric Brixton,199,19700.0
3979,2024-05-20,Eventually Ltd.,Courthouse Hotel Shoreditch,451,28100.0
3980,2024-04-21,Hull McRoasted,ILEC Conference Centre,294,6300.0
3981,2024-04-21,Let's!,Lio London,354,2600.0
3982,2024-06-15,Excellent Experiences Corp.,BMA House,212,47300.0
3983,2024-05-05,Ultimate Entertainment Inc.,The Bloomsbury Ballroom,348,8800.0
3984,2024-04-21,Mirabelle Lafleur,Studio 338,467,5200.0
3985,2024-04-21,Arts On End,Linbury Theatre,374,19300.0
3986,2024-04-28,Moshpit Gigs Ltd.,The Ballroom South Bank,379,9900.0
3987,2024-04-22,Excellent Experiences Corp.,Big Belly Comedy Club,441,35700.0
3988,2024-03-25,Let's!,The Ballroom South Bank,365,47000.0
3989,2024-04-22,LHC Encounters,Courthouse Hotel Shoreditch,231,20800.0
3990,2024-04-06,Underground Action Lab,BMA House,453,13200.0
3991,2024-05-24,O-mega Events,The Bloomsbury Ballroom,203,20400.0
3992,2024-04-11,Pantomime Records,O2 Forum Kentish Town,361,21000.0
3993,2024-01-27,The Night Sky,Kensington Conference and Event Centre,406,25200.0
3994,2024-04-24,O-mega Events,Royal Albert Hall,460,7500.0
3995,2024-05-27,All Night Long Entertainment,The Ballroom South Bank,430,28300.0
3996,2024-05-11,Brutal Tunes Inc.,BMA House,404,6300.0
3997,2024-06-14,Urban Entertainment Inc.,EartH,463,34100.0
3998,2024-07-09,Eventually Ltd.,Electric Brixton,440,16000.0
3999,2024-02-29,Pantomime Records,Brewers Hall,422,9400.0
4000,2024-06-15,Arts On End,King's Cross Vision Hall,403,34700.0
4001,2024-02-26,Kenny Meyer,Indigo at The O2,264,5000.0
